# Index,Max Radius (cm),Peak Force Stance %,Peak Force (N),Sitting Force (N),Total Error
0.00,4.18,35.91,175.41,23.17,51.21
1.00,6.34,31.82,176.90,15.05,38.90
2.00,4.57,37.27,202.20,22.75,29.76
3.00,4.76,32.27,199.96,24.95,25.26
4.00,4.70,35.91,175.00,19.97,48.42
5.00,5.44,36.36,200.00,19.43,23.35
6.00,6.33,31.82,175.63,14.98,40.10
7.00,5.77,33.18,189.69,17.30,28.34
8.00,4.31,36.82,179.94,22.11,46.53
9.00,5.03,34.55,179.87,19.22,41.45
10.00,4.60,34.09,178.83,21.23,44.04
11.00,4.91,36.82,183.11,20.58,41.83
12.00,4.51,37.27,187.39,21.47,38.90
13.00,4.72,35.45,201.82,24.62,29.44
14.00,6.04,30.91,177.69,15.86,39.82
15.00,4.96,35.00,188.11,19.91,34.36
16.00,4.26,36.36,184.06,24.62,44.47
17.00,4.75,35.00,191.66,20.98,31.87
18.00,5.91,32.27,192.03,17.02,25.27
19.00,6.12,31.82,198.97,17.25,19.02
20.00,4.33,35.91,188.47,23.15,38.14
21.00,4.99,34.55,197.99,20.72,24.82
22.00,5.34,31.36,188.48,18.93,31.64
23.00,4.39,35.45,186.58,23.24,39.65
24.00,4.95,33.64,200.01,22.72,23.91
25.00,6.06,31.36,189.27,16.62,28.55
26.00,5.86,32.27,179.50,16.16,36.94
27.00,5.05,34.55,180.85,19.26,40.50
28.00,4.98,35.45,191.77,20.20,31.43
29.00,5.17,33.64,195.38,20.28,26.09
30.00,4.24,36.36,180.67,24.13,47.37
31.00,5.46,31.36,185.28,18.01,33.93
32.00,6.29,32.27,185.82,15.72,30.19
33.00,5.11,33.64,197.99,20.80,23.99
34.00,6.15,30.91,177.22,15.52,39.95
35.00,4.74,35.45,195.75,23.34,30.59
36.00,5.41,31.82,193.43,19.55,26.86
37.00,6.09,32.73,190.23,16.32,26.38
38.00,6.22,30.91,178.12,15.36,38.89
39.00,6.32,31.36,176.95,15.01,39.26
40.00,6.27,31.82,177.58,15.53,38.70
41.00,6.00,32.27,201.71,18.10,20.10
42.00,5.97,31.82,194.03,17.13,23.84
43.00,4.56,33.18,176.09,21.52,46.16
44.00,4.44,35.91,196.40,24.49,31.55
45.00,6.23,31.36,191.99,16.42,25.62
46.00,5.50,31.82,194.87,18.49,24.36
47.00,6.17,30.91,181.50,15.68,35.83
48.00,5.02,32.27,186.06,19.98,34.20
49.00,5.58,32.27,175.59,16.86,41.55
50.00,4.38,35.45,189.15,24.42,38.27
51.00,4.93,35.91,193.21,20.37,30.61
52.00,4.62,34.09,180.34,21.20,42.50
53.00,5.50,32.73,185.35,17.93,32.86
54.00,4.25,36.36,182.46,23.99,45.43
55.00,6.32,31.82,182.83,15.46,33.38
56.00,5.84,31.36,199.08,18.21,20.32
57.00,4.45,37.27,191.47,22.29,35.63
58.00,4.66,33.64,186.71,21.75,36.22
59.00,4.27,36.36,183.76,23.77,43.91
60.00,5.80,31.82,179.33,16.23,37.64
61.00,6.08,31.82,183.58,16.00,33.16
62.00,5.38,32.73,197.74,19.63,22.17
63.00,5.30,32.27,181.48,18.57,37.37
64.00,5.79,31.36,175.28,15.95,41.87
65.00,5.72,32.27,178.32,16.44,38.41
66.00,4.49,37.27,177.32,20.90,48.39
67.00,4.54,36.36,198.98,23.07,28.00
68.00,6.23,30.91,178.62,15.35,38.38
69.00,5.13,32.73,192.24,20.42,28.45
70.00,6.02,31.82,188.82,16.68,28.60
71.00,5.26,31.82,187.24,19.48,32.97
72.00,6.19,32.27,199.32,16.93,17.91
73.00,5.83,31.82,180.18,16.28,36.84
74.00,4.75,32.73,202.09,23.50,25.86
75.00,5.29,32.27,185.11,18.89,34.06
76.00,5.91,33.64,201.37,17.57,20.13
77.00,5.40,33.64,185.94,18.49,33.74
78.00,5.73,31.82,180.33,16.74,37.15
79.00,5.55,32.73,184.55,17.84,33.56
80.00,5.61,32.27,187.66,17.71,30.34
81.00,4.89,36.36,195.05,20.72,29.58
82.00,5.09,32.73,191.13,20.50,29.65
83.00,4.74,35.91,186.40,21.07,38.13
84.00,5.71,34.09,193.91,17.86,25.60
85.00,4.25,36.36,183.36,24.70,45.25
86.00,4.35,36.36,185.59,22.89,41.21
87.00,5.33,32.27,191.26,19.30,28.32
88.00,4.63,34.55,186.36,23.41,39.14
89.00,5.89,31.82,178.41,16.04,38.37
90.00,6.05,31.82,182.23,15.94,34.45
91.00,5.07,37.27,192.49,19.70,32.03
92.00,4.99,34.55,199.57,21.17,23.69
93.00,5.28,32.27,184.97,18.85,34.15
94.00,5.68,34.55,199.35,20.13,22.88
95.00,4.78,33.18,192.57,21.62,29.78
96.00,4.37,35.91,191.56,23.65,35.55
97.00,5.53,33.64,181.82,17.51,36.88
98.00,4.80,33.64,196.81,21.88,26.25
99.00,4.36,37.27,183.49,22.44,43.77
100.00,4.40,36.82,192.19,23.24,35.41
101.00,5.56,31.82,186.97,18.02,31.79
102.00,5.77,31.36,198.84,18.39,20.74
103.00,4.84,32.27,202.44,23.16,25.88
104.00,5.63,30.91,199.25,18.81,21.20
105.00,5.26,34.09,192.71,19.37,28.31
106.00,4.49,37.27,196.62,22.61,30.81
107.00,4.50,37.27,193.42,21.94,33.34
108.00,5.32,34.55,197.33,19.34,24.11
109.00,5.00,34.55,197.19,20.60,25.50
110.00,4.22,36.36,178.02,22.84,48.72
111.00,5.60,32.73,194.62,18.33,23.99
112.00,5.67,32.27,188.64,17.65,29.29
113.00,5.75,32.27,186.46,17.26,31.08
114.00,6.33,31.82,177.85,15.16,38.06
115.00,4.38,36.82,181.22,21.43,44.57
116.00,5.94,32.73,190.01,16.75,27.02
117.00,4.81,33.18,195.95,21.68,26.46
118.00,4.81,36.82,182.00,20.07,42.44
119.00,6.11,31.36,178.56,15.60,38.23
120.00,4.42,37.27,184.37,22.34,42.78
121.00,5.81,32.73,193.85,17.45,23.89
122.00,4.32,36.36,182.07,23.17,45.01
123.00,5.21,33.64,196.09,20.73,25.82
124.00,5.36,31.82,195.87,19.92,24.78
125.00,4.45,37.27,189.84,22.06,37.04
126.00,4.86,37.27,188.20,20.54,37.16
127.00,4.87,34.09,195.30,21.45,27.79
128.00,4.57,33.18,176.32,21.51,45.92
129.00,4.92,35.45,187.15,20.55,36.41
130.00,4.28,35.91,184.55,23.73,42.63
131.00,4.64,33.18,175.97,21.19,45.95
132.00,5.16,34.55,178.78,18.43,41.75
133.00,4.72,35.45,193.71,23.02,32.31
134.00,5.94,31.82,184.92,16.49,32.31
135.00,6.02,31.82,194.32,17.11,23.53
136.00,4.74,32.27,197.03,24.53,27.77
137.00,5.87,31.36,199.83,18.14,19.50
138.00,5.26,31.82,194.17,19.85,26.41
139.00,5.52,31.82,196.50,18.96,23.19
140.00,4.49,37.27,196.00,22.52,31.34
141.00,5.84,31.82,176.24,16.20,40.70
142.00,4.35,35.91,190.92,23.88,36.42
143.00,4.83,34.09,194.95,21.28,27.97
144.00,4.72,32.27,197.08,24.80,27.99
145.00,4.63,34.55,188.01,23.61,37.70
146.00,5.69,32.27,193.28,18.30,25.30
147.00,4.20,35.91,176.64,23.75,50.56
148.00,5.55,31.82,175.01,16.93,42.65
149.00,4.26,36.36,184.24,24.79,44.45
150.00,6.26,31.36,194.46,16.49,23.23
151.00,5.10,35.45,186.50,19.51,36.02
152.00,5.59,33.18,196.90,18.67,22.50
153.00,4.78,36.82,181.24,20.02,43.14
154.00,5.08,37.27,192.83,19.79,31.78
155.00,5.53,33.64,181.66,17.47,37.00
156.00,5.96,32.27,190.42,16.79,26.66
157.00,4.47,36.82,197.10,23.44,30.70
158.00,5.93,32.27,194.36,17.16,23.08
159.00,5.20,34.55,188.93,19.19,32.36
160.00,5.65,33.64,190.37,17.62,28.43
161.00,5.21,35.91,185.76,18.37,36.07
162.00,5.31,32.27,181.57,18.61,37.32
163.00,6.11,31.82,196.51,16.98,21.21
164.00,4.29,36.36,187.81,24.73,40.83
165.00,4.30,36.36,187.80,24.27,40.38
166.00,4.80,32.27,198.85,24.33,25.75
167.00,6.14,32.27,178.88,15.56,36.97
168.00,5.22,34.09,194.73,19.39,26.30
169.00,5.37,34.55,193.71,19.03,27.42
170.00,5.90,30.45,187.49,17.05,31.66
171.00,4.47,37.27,193.88,22.96,33.90
172.00,5.64,33.64,191.67,17.80,27.32
173.00,4.94,33.64,201.62,22.77,25.57
174.00,6.34,31.82,179.00,15.23,36.98
175.00,5.94,31.82,192.37,17.06,25.43
176.00,5.63,30.91,198.42,18.71,21.94
177.00,4.35,35.45,188.93,24.19,38.26
178.00,6.32,31.36,179.14,15.19,37.25
179.00,4.25,36.82,182.59,23.87,45.64
180.00,6.34,31.36,178.98,15.09,37.31
181.00,4.30,36.82,178.44,21.99,47.91
182.00,4.26,36.82,182.74,24.03,45.65
183.00,5.19,35.45,184.04,18.63,37.59
184.00,4.33,35.45,188.60,24.30,38.71
185.00,4.88,36.82,201.52,21.40,27.28
186.00,5.51,32.27,179.04,17.35,38.59
187.00,5.18,34.55,186.59,19.10,34.60
188.00,4.71,32.27,193.24,22.79,29.82
189.00,4.58,37.27,190.55,21.34,35.61
190.00,5.45,33.18,176.83,17.26,41.16
191.00,4.20,35.91,176.73,23.83,50.55
192.00,4.76,35.00,192.47,21.00,31.08
193.00,4.41,37.27,188.28,22.41,38.95
194.00,4.67,32.73,183.06,20.98,38.19
195.00,4.70,32.73,182.81,20.92,38.38
196.00,6.13,33.64,202.39,17.21,20.79
197.00,4.30,35.91,189.02,24.08,38.51
198.00,4.46,37.27,183.94,20.90,41.78
199.00,4.79,33.18,175.72,19.75,44.76
